Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear()
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_base()
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      0.17     0.00    20000     0.00     0.00  void std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::emplace_back<>()
  0.00      0.17     0.00    20000     0.00     0.00  std::_List_node<std::__cxx11::list<int, std::allocator<int> > >* std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_create_node<>()
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::end()
  0.00      0.17     0.00    20000     0.00     0.00  void std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_insert<>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >)
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::end()
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::list()
  0.00      0.17     0.00    20000     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::~list()
  0.00      0.17     0.00    20000     0.00     0.00  std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >* std::__addressof<std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > > >(std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >&)
  0.00      0.17     0.00    20000     0.00     0.00  std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&)
  0.00      0.17     0.00    20000     0.00     0.00  int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      0.17     0.00    20000     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  0.00      0.17     0.00    20000     0.00     0.00  std::iterator_traits<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >::iterator_category std::__iterator_category<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > const&)
  0.00      0.17     0.00    20000     0.00     0.00  std::iterator_traits<std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > > >::iterator_category std::__iterator_category<std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > > const&)
  0.00      0.17     0.00    20000     0.00     0.00  std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > > std::next<std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > >, std::iterator_traits<std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > > >::difference_type)
  0.00      0.17     0.00    20000     0.00     0.00  void std::advance<std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > >, long>(std::_List_const_iterator<std::__cxx11::list<int, std::allocator<int> > >&, long)
  0.00      0.17     0.00    10079     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      0.17     0.00    10079     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      0.17     0.00    10079     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      0.17     0.00    10079     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      0.17     0.00    10005     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.17     0.00    10002     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&)
  0.00      0.17     0.00    10001     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      0.17     0.00    10001     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.17     0.00    10001     0.00     0.00  bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&)
  0.00      0.17     0.00    10001     0.00     0.00  std::deque<int, std::allocator<int> >::empty() const
  0.00      0.17     0.00    10001     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::empty() const
  0.00      0.17     0.00    10001     0.00     0.00  std::allocator<int>::allocator()
  0.00      0.17     0.00    10001     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.17     0.00    10001     0.00     0.00  std::deque<int, std::allocator<int> >::end()
  0.00      0.17     0.00    10001     0.00     0.00  bool std::operator==<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&)
  0.00      0.17     0.00    10000     0.00     0.00  DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&)
  0.00      0.17     0.00    10000     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&)
  0.00      0.17     0.00    10000     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&)
  0.00      0.17     0.00    10000     0.00     0.00  void __gnu_cxx::new_allocator<int>::destroy<int>(int*)
  0.00      0.17     0.00    10000     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++()
  0.00      0.17     0.00    10000     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      0.17     0.00    10000     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.17     0.00    10000     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const
  0.00      0.17     0.00    10000     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      0.17     0.00    10000     0.00     0.00  std::_Deque_iterator<int, int&, int*>::operator*() const
  0.00      0.17     0.00    10000     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
  0.00      0.17     0.00    10000     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      0.17     0.00    10000     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      0.17     0.00    10000     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl()
  0.00      0.17     0.00    10000     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      0.17     0.00    10000     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.17     0.00    10000     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      0.17     0.00    10000     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      0.17     0.00    10000     0.00     0.00  std::_Deque_iterator<int, int&, int*>::operator--()
  0.00      0.17     0.00    10000     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&)
  0.00      0.17     0.00    10000     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&)
  0.00      0.17     0.00    10000     0.00     0.00  void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*)
  0.00      0.17     0.00    10000     0.00     0.00  std::pair<int, int>::pair<int, int, true>()
  0.00      0.17     0.00    10000     0.00     0.00  std::deque<int, std::allocator<int> >::back()
  0.00      0.17     0.00    10000     0.00     0.00  std::deque<int, std::allocator<int> >::pop_back()
  0.00      0.17     0.00    10000     0.00     0.00  std::deque<int, std::allocator<int> >::push_back(int const&)
  0.00      0.17     0.00    10000     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::pop()
  0.00      0.17     0.00    10000     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::top()
  0.00      0.17     0.00    10000     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&)
  0.00      0.17     0.00    10000     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      0.17     0.00    10000     0.00     0.00  std::vector<int, std::allocator<int> >::push_back(int const&)
  0.00      0.17     0.00    10000     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      0.17     0.00    10000     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      0.17     0.00    10000     0.00     0.00  std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&)
  0.00      0.17     0.00    10000     0.00     0.00  std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&)
  0.00      0.17     0.00    10000     0.00     0.00  void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&)
  0.00      0.17     0.00    10000     0.00     0.00  void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&)
  0.00      0.17     0.00    10000     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::push_back(int&&)
  0.00      0.17     0.00    10000     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::push_back(int const&)
  0.00      0.17     0.00    10000     0.00     0.00  void std::_Construct<std::pair<int, int>>(std::pair<int, int>*)
  0.00      0.17     0.00    10000     0.00     0.00  std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&)
  0.00      0.17     0.00    10000     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      0.17     0.00    10000     0.00     0.00  std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > std::next<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, std::iterator_traits<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >::difference_type)
  0.00      0.17     0.00    10000     0.00     0.00  void std::advance<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, int>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >&, int)
  0.00      0.17     0.00    10000     0.00     0.00  void std::advance<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, long>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >&, long)
  0.00      0.17     0.00    10000     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      0.17     0.00    10000     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.17     0.00     4338     0.00     0.01  fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > const&)
  0.00      0.17     0.00      482     0.00     0.00  std::__deque_buf_size(unsigned long)
  0.00      0.17     0.00      322     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_S_buffer_size()
  0.00      0.17     0.00      244     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_M_set_node(int**)
