Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   20000/60000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   20000/60000       getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
[20]     0.0    0.00    0.00   60000         bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [20]
                0.00    0.00  120000/120000      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [10]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [24]
[21]     0.0    0.00    0.00   60000         std::_Bit_iterator::operator*() const [21]
                0.00    0.00   60000/60000       std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [22]
-----------------------------------------------
                0.00    0.00   60000/60000       std::_Bit_iterator::operator*() const [21]
[22]     0.0    0.00    0.00   60000         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [22]
-----------------------------------------------
                0.00    0.00   60000/60000       main [6]
[23]     0.0    0.00    0.00   60000         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [23]
-----------------------------------------------
                0.00    0.00   20000/60000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   20000/60000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   20000/60000       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
[24]     0.0    0.00    0.00   60000         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [24]
                0.00    0.00   60000/60000       std::_Bit_iterator::operator*() const [21]
                0.00    0.00   60000/60002       std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [18]
-----------------------------------------------
                0.00    0.00   10000/59203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   19203/59203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
                0.00    0.00   30000/59203       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
[25]     0.0    0.00    0.00   59203         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [25]
                0.00    0.00   29203/29282       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       1/58487       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [251]
                0.00    0.00       2/58487       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [181]
                0.00    0.00      78/58487       std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [119]
                0.00    0.00   58406/58487       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [30]
[26]     0.0    0.00    0.00   58487         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00      78/58484       std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [119]
                0.00    0.00   58406/58484       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [30]
[27]     0.0    0.00    0.00   58484         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [27]
                0.00    0.00   58484/87766       __gnu_cxx::new_allocator<int>::max_size() const [13]
-----------------------------------------------
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::max_size() const [29]
[28]     0.0    0.00    0.00   58406         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [28]
-----------------------------------------------
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [67]
[29]     0.0    0.00    0.00   58406         std::vector<int, std::allocator<int> >::max_size() const [29]
                0.00    0.00   58406/58406       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [28]
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [30]
-----------------------------------------------
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::max_size() const [29]
[30]     0.0    0.00    0.00   58406         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [30]
                0.00    0.00   58406/58484       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [27]
                0.00    0.00   58406/58487       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00   20000/58406       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   38406/58406       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
[31]     0.0    0.00    0.00   58406         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [31]
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [32]
-----------------------------------------------
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [31]
[32]     0.0    0.00    0.00   58406         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [32]
                0.00    0.00   58406/58406       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [35]
-----------------------------------------------
                0.00    0.00   20000/58406       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   38406/58406       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
[33]     0.0    0.00    0.00   58406         std::vector<int, std::allocator<int> >::_S_use_relocate() [33]
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [34]
-----------------------------------------------
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_S_use_relocate() [33]
[34]     0.0    0.00    0.00   58406         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [34]
-----------------------------------------------
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [32]
[35]     0.0    0.00    0.00   58406         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [35]
                0.00    0.00  175218/175218      int* std::__niter_base<int*>(int*) [8]
                0.00    0.00   58406/58406       std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [36]
-----------------------------------------------
                0.00    0.00   58406/58406       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [35]
[36]     0.0    0.00    0.00   58406         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [36]
-----------------------------------------------
                0.00    0.00      78/50078       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [121]
                0.00    0.00   10000/50078       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   20000/50078       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [74]
                0.00    0.00   20000/50078       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [70]
[37]     0.0    0.00    0.00   50078         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [37]
-----------------------------------------------
                0.00    0.00   10000/40000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/40000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   20000/40000       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
[38]     0.0    0.00    0.00   40000         std::_Bit_reference::operator bool() const [38]
-----------------------------------------------
                0.00    0.00   20000/40000       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [165]
                0.00    0.00   20000/40000       std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [180]
[39]     0.0    0.00    0.00   40000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [39]
-----------------------------------------------
                0.00    0.00   10000/39203       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
                0.00    0.00   10000/39203       std::vector<int, std::allocator<int> >::push_back(int const&) [106]
                0.00    0.00   19203/39203       void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [77]
[40]     0.0    0.00    0.00   39203         std::vector<int, std::allocator<int> >::end() [40]
                0.00    0.00   39203/78406       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [15]
-----------------------------------------------
                0.00    0.00   10000/39203       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
                0.00    0.00   10000/39203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   19203/39203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
[41]     0.0    0.00    0.00   39203         std::vector<int, std::allocator<int> >::begin() [41]
                0.00    0.00   39203/78406       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [15]
-----------------------------------------------
                0.00    0.00   30001/30001       std::allocator<int>::allocator() [44]
[42]     0.0    0.00    0.00   30001         __gnu_cxx::new_allocator<int>::new_allocator() [42]
-----------------------------------------------
                0.00    0.00   30001/30001       std::allocator<int>::~allocator() [45]
[43]     0.0    0.00    0.00   30001         __gnu_cxx::new_allocator<int>::~new_allocator() [43]
-----------------------------------------------
                0.00    0.00       1/30001       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [213]
                0.00    0.00   30000/30001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [52]
[44]     0.0    0.00    0.00   30001         std::allocator<int>::allocator() [44]
                0.00    0.00   30001/30001       __gnu_cxx::new_allocator<int>::new_allocator() [42]
-----------------------------------------------
                0.00    0.00       1/30001       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [214]
                0.00    0.00   30000/30001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [53]
[45]     0.0    0.00    0.00   30001         std::allocator<int>::~allocator() [45]
                0.00    0.00   30001/30001       __gnu_cxx::new_allocator<int>::~new_allocator() [43]
-----------------------------------------------
                0.00    0.00   10000/30000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/30000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   10000/30000       getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
[46]     0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [46]
-----------------------------------------------
                0.00    0.00   10000/30000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/30000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   10000/30000       getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
[47]     0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [47]
-----------------------------------------------
                0.00    0.00   10000/30000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/30000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   10000/30000       getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
[48]     0.0    0.00    0.00   30000         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [48]
-----------------------------------------------
                0.00    0.00   10000/30000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/30000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   10000/30000       getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
[49]     0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::end() const [49]
                0.00    0.00   30000/60000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [19]
-----------------------------------------------
                0.00    0.00   10000/30000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/30000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
                0.00    0.00   10000/30000       getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
[50]     0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::begin() const [50]
                0.00    0.00   30000/60000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [19]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::_Destroy<int*>(int*, int*) [59]
[51]     0.0    0.00    0.00   30000         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [51]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [55]
[52]     0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [52]
                0.00    0.00   30000/30001       std::allocator<int>::allocator() [44]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [54]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
[53]     0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [53]
                0.00    0.00   30000/30001       std::allocator<int>::~allocator() [45]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [52]
[54]     0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [54]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector() [57]
[55]     0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [55]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [52]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::~vector() [58]
[56]     0.0    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
                0.00    0.00   30000/59203       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [25]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [53]
-----------------------------------------------
                0.00    0.00   10000/30000       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
                0.00    0.00   20000/30000       void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [79]
[57]     0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::vector() [57]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [55]
-----------------------------------------------
                0.00    0.00   10000/30000       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
                0.00    0.00   20000/30000       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [81]
[58]     0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::~vector() [58]
                0.00    0.00   30000/88406       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [12]
                0.00    0.00   30000/30000       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [60]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [60]
[59]     0.0    0.00    0.00   30000         void std::_Destroy<int*>(int*, int*) [59]
                0.00    0.00   30000/30000       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [51]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::~vector() [58]
[60]     0.0    0.00    0.00   30000         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [60]
                0.00    0.00   30000/30000       void std::_Destroy<int*>(int*, int*) [59]
-----------------------------------------------
                0.00    0.00   29282/29282       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
[61]     0.0    0.00    0.00   29282         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00   29282/29282       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
[62]     0.0    0.00    0.00   29282         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [62]
                0.00    0.00   29282/87766       __gnu_cxx::new_allocator<int>::max_size() const [13]
-----------------------------------------------
                0.00    0.00      79/29282       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [115]
                0.00    0.00   29203/29282       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [25]
[63]     0.0    0.00    0.00   29282         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
                0.00    0.00   29282/29282       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00      79/29282       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [114]
                0.00    0.00   29203/29282       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [68]
[64]     0.0    0.00    0.00   29282         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
                0.00    0.00   29282/29282       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [62]
-----------------------------------------------
                0.00    0.00       1/29208       std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [217]
                0.00    0.00       4/29208       std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [145]
                0.00    0.00   29203/29208       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [67]
[65]     0.0    0.00    0.00   29208         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [65]
-----------------------------------------------
                0.00    0.00   10000/29203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   19203/29203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
[66]     0.0    0.00    0.00   29203         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [66]
                0.00    0.00   58406/156812      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [9]
-----------------------------------------------
                0.00    0.00   10000/29203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   19203/29203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
[67]     0.0    0.00    0.00   29203         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [67]
                0.00    0.00  116812/116812      std::vector<int, std::allocator<int> >::size() const [11]
                0.00    0.00   58406/58406       std::vector<int, std::allocator<int> >::max_size() const [29]
                0.00    0.00   29203/29208       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [65]
-----------------------------------------------
                0.00    0.00   10000/29203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
                0.00    0.00   19203/29203       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
[68]     0.0    0.00    0.00   29203         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [68]
                0.00    0.00   29203/29282       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
-----------------------------------------------
                0.00    0.00   20002/20002       bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [84]
[69]     0.0    0.00    0.00   20002         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [69]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [74]
[70]     0.0    0.00    0.00   20000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [70]
                0.00    0.00   20000/50078       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [37]
                0.00    0.00   20000/70000       operator new(unsigned long, void*) [16]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [75]
[71]     0.0    0.00    0.00   20000         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [71]
                0.00    0.00   20000/79203       int&& std::forward<int>(std::remove_reference<int>::type&) [14]
                0.00    0.00   20000/70000       operator new(unsigned long, void*) [16]
-----------------------------------------------
                0.00    0.00   20000/20000       findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
[72]     0.0    0.00    0.00   20000         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [72]
                0.00    0.00   40000/156812      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [9]
-----------------------------------------------
                0.00    0.00   10000/20000       fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [109]
                0.00    0.00   10000/20000       DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<int, std::allocator<int> >&) [89]
[73]     0.0    0.00    0.00   20000         std::_Bit_reference::operator=(bool) [73]
-----------------------------------------------
                0.00    0.00      78/20000       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [121]
                0.00    0.00    9922/20000       std::deque<int, std::allocator<int> >::push_back(int const&) [101]
                0.00    0.00   10000/20000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [105]
[74]     0.0    0.00    0.00   20000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [74]
                0.00    0.00   20000/50078       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [37]
