Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[114]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [114]
                0.00    0.00      79/482         std::__deque_buf_size(unsigned long) [110]
                0.00    0.00      79/29282       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
-----------------------------------------------
                0.00    0.00       1/79          std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [216]
                0.00    0.00      78/79          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [120]
[115]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [115]
                0.00    0.00      79/482         std::__deque_buf_size(unsigned long) [110]
                0.00    0.00      79/29282       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       1/79          std::deque<int, std::allocator<int> >::~deque() [248]
                0.00    0.00      78/79          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [120]
[116]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [116]
-----------------------------------------------
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [121]
[117]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::size() const [117]
                0.00    0.00      78/78          std::_Deque_iterator<int, int&, int*>::difference_type std::operator-<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [123]
-----------------------------------------------
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [121]
[118]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::max_size() const [118]
                0.00    0.00      78/88          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [113]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [119]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::max_size() const [118]
[119]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [119]
                0.00    0.00      78/58484       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [27]
                0.00    0.00      78/58487       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::pop_back() [100]
[120]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [120]
                0.00    0.00      78/79          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [115]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [112]
                0.00    0.00      78/10000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [97]
                0.00    0.00      78/79          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [116]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::push_back(int const&) [101]
[121]    0.0    0.00    0.00      78         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [121]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::size() const [117]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::max_size() const [118]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [122]
                0.00    0.00      78/79          std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [114]
                0.00    0.00      78/50078       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [37]
                0.00    0.00      78/20000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [74]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [112]
-----------------------------------------------
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [121]
[122]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [122]
                0.00    0.00       4/4           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [145]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::size() const [117]
[123]    0.0    0.00    0.00      78         std::_Deque_iterator<int, int&, int*>::difference_type std::operator-<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [123]
                0.00    0.00      78/322         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [111]
-----------------------------------------------
                0.00    0.00      12/12          int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [148]
[124]    0.0    0.00    0.00      12         int** std::__niter_base<int**>(int**) [124]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int*>::allocator<int>(std::allocator<int> const&) [128]
[125]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int*>::new_allocator() [125]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int*>::~allocator() [129]
[126]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int*>::~new_allocator() [126]
-----------------------------------------------
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [137]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [136]
[127]    0.0    0.00    0.00      10         std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [127]
                0.00    0.00      10/88          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [113]
                0.00    0.00      10/10          std::allocator<int*>::allocator<int>(std::allocator<int> const&) [128]
-----------------------------------------------
                0.00    0.00      10/10          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [127]
[128]    0.0    0.00    0.00      10         std::allocator<int*>::allocator<int>(std::allocator<int> const&) [128]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int*>::new_allocator() [125]
-----------------------------------------------
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [137]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [136]
[129]    0.0    0.00    0.00      10         std::allocator<int*>::~allocator() [129]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int*>::~new_allocator() [126]
-----------------------------------------------
                0.00    0.00       8/8           int** std::copy<int**, int**>(int**, int**, int**) [149]
[130]    0.0    0.00    0.00       8         int** std::__miter_base<int**>(int**) [130]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [132]
[131]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [131]
-----------------------------------------------
                0.00    0.00       1/6           getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
                0.00    0.00       1/6           findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
                0.00    0.00       2/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [169]
                0.00    0.00       2/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [182]
[132]    0.0    0.00    0.00       6         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [132]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [131]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [138]
[133]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [133]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [139]
[134]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [134]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::max_size() const [135]
-----------------------------------------------
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [134]
[135]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int*>::max_size() const [135]
-----------------------------------------------
                0.00    0.00       1/5           std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [217]
                0.00    0.00       4/5           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [145]
[136]    0.0    0.00    0.00       5         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [136]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [127]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [139]
                0.00    0.00       5/10          std::allocator<int*>::~allocator() [129]
-----------------------------------------------
                0.00    0.00       1/5           std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [219]
                0.00    0.00       4/5           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [145]
[137]    0.0    0.00    0.00       5         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [137]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [127]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [138]
                0.00    0.00       5/10          std::allocator<int*>::~allocator() [129]
-----------------------------------------------
                0.00    0.00       5/5           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [137]
[138]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [138]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [133]
-----------------------------------------------
                0.00    0.00       5/5           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [136]
[139]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [139]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [134]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [142]
[140]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [140]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [179]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [156]
[141]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [141]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [182]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [168]
[142]    0.0    0.00    0.00       4         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [142]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [140]
-----------------------------------------------
                0.00    0.00       4/4           int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [147]
[143]    0.0    0.00    0.00       4         int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*>(int* const*, int* const*, int**) [143]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [185]
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [183]
[144]    0.0    0.00    0.00       4         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [144]
-----------------------------------------------
                0.00    0.00       4/4           std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [122]
[145]    0.0    0.00    0.00       4         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [145]
                0.00    0.00       8/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [112]
                0.00    0.00       4/29208       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [65]
                0.00    0.00       4/5           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [136]
                0.00    0.00       4/4           int** std::copy<int**, int**>(int**, int**, int**) [149]
                0.00    0.00       4/5           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [137]
-----------------------------------------------
                0.00    0.00       4/4           int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [148]
[146]    0.0    0.00    0.00       4         int** std::__niter_wrap<int**>(int** const&, int**) [146]
-----------------------------------------------
                0.00    0.00       4/4           int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [148]
[147]    0.0    0.00    0.00       4         int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [147]
                0.00    0.00       4/4           int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*>(int* const*, int* const*, int**) [143]
-----------------------------------------------
                0.00    0.00       4/4           int** std::copy<int**, int**>(int**, int**, int**) [149]
[148]    0.0    0.00    0.00       4         int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [148]
                0.00    0.00      12/12          int** std::__niter_base<int**>(int**) [124]
                0.00    0.00       4/4           int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [147]
                0.00    0.00       4/4           int** std::__niter_wrap<int**>(int** const&, int**) [146]
-----------------------------------------------
                0.00    0.00       4/4           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [145]
[149]    0.0    0.00    0.00       4         int** std::copy<int**, int**>(int**, int**, int**) [149]
                0.00    0.00       8/8           int** std::__miter_base<int**>(int**) [130]
                0.00    0.00       4/4           int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [148]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::pair<int, int> >::~allocator() [151]
[150]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::pair<int, int> >::~new_allocator() [150]
-----------------------------------------------
                0.00    0.00       1/3           main [6]
                0.00    0.00       1/3           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, int> > const&) [252]
                0.00    0.00       1/3           std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_impl::~_Vector_impl() [223]
[151]    0.0    0.00    0.00       3         std::allocator<std::pair<int, int> >::~allocator() [151]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::pair<int, int> >::~new_allocator() [150]
-----------------------------------------------
                0.00    0.00       1/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [234]
                0.00    0.00       2/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [235]
[152]    0.0    0.00    0.00       3         std::_Bit_iterator::_Bit_iterator() [152]
                0.00    0.00       3/60005       std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [17]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [256]
                0.00    0.00       2/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [161]
[153]    0.0    0.00    0.00       3         unsigned long* std::__addressof<unsigned long>(unsigned long&) [153]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::pair<int, int> >::allocator(std::allocator<std::pair<int, int> > const&) [162]
[154]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, int> > const&) [154]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [177]
[155]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [155]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [178]
[156]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [156]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [141]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [163]
[157]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [157]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<unsigned long>::~allocator() [164]
[158]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [158]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [207]
                0.00    0.00       1/2           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [206]
[159]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int> const* const&) [159]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [240]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [195]
[160]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const [160]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [257]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [233]
[161]    0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [161]
                0.00    0.00       2/3           unsigned long* std::__addressof<unsigned long>(unsigned long&) [153]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, int> > const&) [252]
                0.00    0.00       1/2           std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<int, int> > const&) [222]
[162]    0.0    0.00    0.00       2         std::allocator<std::pair<int, int> >::allocator(std::allocator<std::pair<int, int> > const&) [162]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, int> > const&) [154]
-----------------------------------------------
                0.00    0.00       1/2           getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [191]
                0.00    0.00       1/2           findSCCs(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [193]
[163]    0.0    0.00    0.00       2         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [163]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [157]
-----------------------------------------------
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [232]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [236]
[164]    0.0    0.00    0.00       2         std::allocator<unsigned long>::~allocator() [164]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [158]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [188]
[165]    0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [165]
                0.00    0.00   20000/20000       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [81]
                0.00    0.00   20000/40000       std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [39]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [255]
                0.00    0.00       1/2           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_default_initialize(unsigned long) [253]
[166]    0.0    0.00    0.00       2         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [166]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [171]
[167]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [167]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [178]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [173]
[168]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [168]
                0.00    0.00       2/4           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [142]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [172]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [174]
[169]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [169]
                0.00    0.00       2/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [132]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [174]
[170]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [170]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [177]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [173]
[171]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [171]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [167]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [168]
[172]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [172]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [184]
[173]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [173]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [168]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [171]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [185]
[174]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [174]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [169]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [170]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [256]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [230]
[175]    0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [175]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [213]
[176]    0.0    0.00    0.00       2         std::_Deque_iterator<int, int&, int*>::_Deque_iterator() [176]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [170]
[177]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [177]
